ID;INT;ACT;SOC;SKL;REL;POL;ADD;HEA;OWN;ETH;GEN;AGE;STA;FAM;TRA
4bf58dd8d48988d148941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
4bf58dd8d48988d108941735;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
5744ccdfe4b0c0459246b4d0;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
4bf58dd8d48988d109941735;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
52e928d0bcbc57f1066b7e97;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
58daa1558bbb0b01f18ec1ee;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
56aa371be4b08b9a8d5734f3;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
52960bac3cf9994f4e043ac4;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
52e928d0bcbc57f1066b7e98;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
52e81612bcbc57f1066b7a05;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
4bf58dd8d48988d10b941735;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Jewish Culture;;;;;
4bf58dd8d48988d16e941735;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;Low;;
4edd64a0c7ddd24ca188df1a;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
52e81612bcbc57f1066b7a09;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
4bf58dd8d48988d120951735;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;Low;;
56aa371be4b08b9a8d57350b;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
